rank,company,growth,revenue_range,employee_growth,year_founded,industry,city,state,profile_url
287,Early Bird Education Group,1329%,Locked,Locked,Locked,Education,Lewis Center,OH,https://www.inc.com/profile/early-bird-education-group
289,Talon,1325%,Locked,Locked,Locked,Software,Portsmouth,NH,https://www.inc.com/profile/mms-analytics
290,LIFT Auto Repair Marketing,1325%,Locked,Locked,Locked,"Advertising, Marketing & PR",Lehi,UT,https://www.inc.com/profile/lift-auto-repair-marketing
292,SHIPCUBE,1314%,Locked,Locked,Locked,Logistics & Transportation,Philadelphia,PA,https://www.inc.com/profile/shipcube
293,Centegix,1313%,Locked,Locked,Locked,Security,Atlanta,GA,https://www.inc.com/profile/centegix
295,The Garen Group,1309%,Locked,Locked,Locked,"Advertising, Marketing & PR",Orlando,FL,https://www.inc.com/profile/the-garen-group
296,Halcyon Manufacturing,1303%,Locked,Locked,Locked,Manufacturing,San Jose,CA,https://www.inc.com/profile/halcyon-manufacturing
297,Forme Science,1303%,Locked,Locked,Locked,Consumer Products,Lakewood Ranch,FL,https://www.inc.com/profile/ifgfit
298,Consolidated Consulting,1300%,Locked,Locked,Locked,Business Products & Services,Norfolk,NE,https://www.inc.com/profile/consolidated-consulting
300,Trust Roofing,1289%,Locked,Locked,Locked,Construction,Largp,FL,https://www.inc.com/profile/trust-roofing
301,Bravo Team,1287%,Locked,Locked,Locked,Engineering,Cornelius,NC,https://www.inc.com/profile/bravo-team
303,Evergreen,1274%,Locked,Locked,Locked,Consumer Products,Glencoe,IL,https://www.inc.com/profile/evergreen
304,Verifiable,1272%,Locked,Locked,Locked,Software,Austin,TX,https://www.inc.com/profile/verifiable
305,Just Ingredients,1270%,Locked,Locked,Locked,Consumer Products,Orem,UT,https://www.inc.com/profile/just-ingredients
306,Gordian Staffing,1268%,Locked,Locked,Locked,Human Resources,Omaha,NE,https://www.inc.com/profile/gordian-staffing
307,Unified Defense,1261%,Locked,Locked,Locked,Manufacturing,Byron,GA,https://www.inc.com/profile/unifieddefenseus
309,Bluetail,1258%,Locked,Locked,Locked,Software,Scottsdale,AZ,https://www.inc.com/profile/bluetail
310,Polish Pops,1257%,Locked,Locked,Locked,Consumer Products,Charleston,SC,https://www.inc.com/profile/polish-pops
311,Document Crunch,1256%,Locked,Locked,Locked,Software,Alpharetta,GA,https://www.inc.com/profile/document-crunch
312,Greenlife Healthcare Staffing,1254%,Locked,Locked,Locked,Human Resources,Tampa,FL,https://www.inc.com/profile/greenlife-healthcare-staffing
313,Toups and Co Organics,1253%,Locked,Locked,Locked,Consumer Products,Fairhope,AL,https://www.inc.com/profile/toups--co-organics
316,Alongi Media,1237%,Locked,Locked,Locked,"Media, Arts & Entertainment",Flemington,NJ,https://www.inc.com/profile/alongi-media
318,UwU Market,1231%,Locked,Locked,Locked,Consumer Products,Richardson,TX,https://www.inc.com/profile/uwu-market
319,Strategic Office Support,1228%,Locked,Locked,Locked,Business Products & Services,Houston,TX,https://www.inc.com/profile/strategic-office-support
320,Marketing Artificial Intelligence Institute,1227%,Locked,Locked,Locked,"Advertising, Marketing & PR",Cleveland,OH,https://www.inc.com/profile/marketing-artificial-intelligence-institute
321,Sharebite,1223%,Locked,Locked,Locked,Business Products & Services,New York,NY,https://www.inc.com/profile/sharebite
322,Promowise,1220%,Locked,Locked,Locked,"Advertising, Marketing & PR",ELGIN,IL,https://www.inc.com/profile/promowise
323,DoorCo Vacations,1219%,Locked,Locked,Locked,Travel & Hospitality,Fond du Lac,WI,https://www.inc.com/profile/doorco-vacations
324,Novo Communications,1212%,Locked,Locked,Locked,Security,Houston,TX,https://www.inc.com/profile/novo-communications
325,Palladin Technologies,1210%,Locked,Locked,Locked,Business Products & Services,Atlanta,GA,https://www.inc.com/profile/palladin-technologies
326,AiFi,1208%,Locked,Locked,Locked,Artificial Intelligence & Data,Burlingame,CA,https://www.inc.com/profile/aifi
327,Lively,1204%,Locked,Locked,Locked,Human Resources,San Francisco,CA,https://www.inc.com/profile/lively
329,Outcomes4Me,1198%,Locked,Locked,Locked,Software,Boston,MA,https://www.inc.com/profile/outcomes4me
330,Inty Power,1197%,Locked,Locked,Locked,Energy,Tempe,AZ,https://www.inc.com/profile/inty-power
334,Acuitas360,1181%,Locked,Locked,Locked,Business Products & Services,Princeton,NJ,https://www.inc.com/profile/acuitas360
335,Todyl,1179%,Locked,Locked,Locked,Security,Denver,CO,https://www.inc.com/profile/todyl
336,Oak IQ Investments,1173%,Locked,Locked,Locked,Real Estate,Grandview,MO,https://www.inc.com/profile/oak-iq-investments
338,Sage Investment Group,1165%,Locked,Locked,Locked,Real Estate,Kirkland,WA,https://www.inc.com/profile/sage-investment-group
340,MudMixer,1158%,Locked,Locked,Locked,Construction,Lubbock,TX,https://www.inc.com/profile/mudmixer
341,Center Stage Merchandising,1158%,Locked,Locked,Locked,Consumer Products,Nashville,TN,https://www.inc.com/profile/center-stage-merchandising
343,Sullivan Services,1150%,Locked,Locked,Locked,Logistics & Transportation,Mount Pleasant,SC,https://www.inc.com/profile/sullivan-services
344,Art of Floors,1145%,Locked,Locked,Locked,Manufacturing,Cartersville,GA,https://www.inc.com/profile/art-of-floors
345,BATCH,1137%,Locked,Locked,Locked,Consumer Products,Milwaukee,WI,https://www.inc.com/profile/batch
346,DrinkPAK,1130%,Locked,Locked,Locked,Manufacturing,Santa Clarita,CA,https://www.inc.com/profile/drinkpak
347,Petsmont,1129%,Locked,Locked,Locked,Retail,Fort Lauderdale,FL,https://www.inc.com/profile/petsmont
348,RenderATL,1129%,Locked,Locked,Locked,Education,Atlanta,GA,https://www.inc.com/profile/renderatl
349,Civic DX,1129%,Locked,Locked,Locked,Software,Suwanee,GA,https://www.inc.com/profile/civic-dx
351,Mission Critical Group,1123%,Locked,Locked,Locked,Manufacturing,McKinney,TX,https://www.inc.com/profile/mission-critical-facilities-international
352,Caylent,1122%,Locked,Locked,Locked,IT Services,Irvine,CA,https://www.inc.com/profile/caylent
354,The Gillman Immigration Law Firm,1119%,Locked,Locked,Locked,Legal,Apple Valley,MN,https://www.inc.com/profile/the-gillman-immigration-law-firm
355,Demons Behind Me,1118%,Locked,Locked,Locked,Retail,Jacksonville,FL,https://www.inc.com/profile/demons-behind-me
357,Artisanal Consulting,1116%,Locked,Locked,Locked,"Advertising, Marketing & PR",Santa Monica,CA,https://www.inc.com/profile/artisanal-consulting
359,NETFLY,1115%,Locked,Locked,Locked,"Advertising, Marketing & PR",Eastvale,CA,https://www.inc.com/profile/netfly
360,Mighty Apes,1108%,Locked,Locked,Locked,"Advertising, Marketing & PR",West Hills,CA,https://www.inc.com/profile/mighty-apes
362,Dlivrd,1106%,Locked,Locked,Locked,Food & Beverage,Horsham,PA,https://www.inc.com/profile/dlivrd
363,OptiSigns,1101%,Locked,Locked,Locked,Software,Houston,TX,https://www.inc.com/profile/optisigns
364,360 Privacy,1096%,Locked,Locked,Locked,Security,Brentwood,TN,https://www.inc.com/profile/360-privacy
365,I:55 Book Fairs,1094%,Locked,Locked,Locked,Retail,Bryan,TX,https://www.inc.com/profile/i-55-book-fairs
366,Steel River,1093%,Locked,Locked,Locked,Manufacturing,Modesto,CA,https://www.inc.com/profile/steel-river
367,KlariVis,1090%,Locked,Locked,Locked,Software,Roanoke,VA,https://www.inc.com/profile/klarivis
368,Global Medical Virtual Assistants,1086%,Locked,Locked,Locked,Human Resources,West Hartford,CT,https://www.inc.com/profile/global-medical-virtual-assistants
369,Aalis Management Consulting,1081%,Locked,Locked,Locked,Government Services,Woodbridge,VA,https://www.inc.com/profile/aalis-management-consulting
370,OptiMantra,1074%,Locked,Locked,Locked,Software,Nashville,TN,https://www.inc.com/profile/optimantra
371,ARM5 Formula,1073%,Locked,Locked,Locked,"Advertising, Marketing & PR",Chandler,AZ,https://www.inc.com/profile/arm5-formula
372,Travelin' Tom's Coffee Truck,1072%,Locked,Locked,Locked,Food & Beverage,Florence,KY,https://www.inc.com/profile/travelin-toms-coffee-truck
373,Forest Media Group,1072%,Locked,Locked,Locked,"Advertising, Marketing & PR",New York,NY,https://www.inc.com/profile/forest-media-group
374,Highbrow Technology,1070%,Locked,Locked,Locked,IT Services,Cary,NC,https://www.inc.com/profile/highbrow-technology
375,Financial Cents,1069%,Locked,Locked,Locked,Software,Atlanta,GA,https://www.inc.com/profile/financial-cents
376,Cleo,1065%,Locked,Locked,Locked,Artificial Intelligence & Data,Wilmington,DE,https://www.inc.com/profile/cleo
377,BetaBlox,1063%,Locked,Locked,Locked,Business Products & Services,Leawood,KS,https://www.inc.com/profile/betablox
378,CrossLink Media,1062%,Locked,Locked,Locked,Software,CARTERVILLE,IL,https://www.inc.com/profile/crosslink-media
379,Southern National,1061%,Locked,Locked,Locked,Construction,Charlotte,NC,https://www.inc.com/profile/southern-national
381,Keystone Interactive,1057%,Locked,Locked,Locked,"Advertising, Marketing & PR",Boca Raton,FL,https://www.inc.com/profile/keystone-interactive
383,Sockrates Custom,1055%,Locked,Locked,Locked,Manufacturing,Boca Raton,FL,https://www.inc.com/profile/sockrates-worldwide
384,Well & Good Professional Services,1055%,Locked,Locked,Locked,Travel & Hospitality,Scottsdale,AZ,https://www.inc.com/profile/well--good-professional-services
385,Cart.com,1053%,Locked,Locked,Locked,Business Products & Services,Houston,TX,https://www.inc.com/profile/cartcom
386,American Facilities Professionals,1043%,Locked,Locked,Locked,Real Estate,Derry,NH,https://www.inc.com/profile/american-facilities-professionals
387,ThreatLocker,1035%,Locked,Locked,Locked,Security,Orlando,FL,https://www.inc.com/profile/threatlocker
388,Instinct Science,1033%,Locked,Locked,Locked,Software,Doylestown,PA,https://www.inc.com/profile/instt-science
389,Diaconia,1032%,Locked,Locked,Locked,Artificial Intelligence & Data,Gaithersburg,MD,https://www.inc.com/profile/diaconia
390,Thomas Park,1025%,Locked,Locked,Locked,Real Estate,Annapolis,MD,https://www.inc.com/profile/thomas-park
391,Rapid Developers,1025%,Locked,Locked,Locked,Software,Winchester,MA,https://www.inc.com/profile/rapid-developers
392,Momentous,1025%,Locked,Locked,Locked,Consumer Products,Park City,UT,https://www.inc.com/profile/momentous
393,Flagship Aerospace,1025%,Locked,Locked,Locked,Logistics & Transportation,Fort Lauderdale,FL,https://www.inc.com/profile/flagship-aerospace
394,Lindahl Reed,1025%,Locked,Locked,Locked,Business Products & Services,Bend,OR,https://www.inc.com/profile/lindahl-reed
395,Elevate Cycling,1022%,Locked,Locked,Locked,Retail,Santa Ana,CA,https://www.inc.com/profile/elevate-cycling
396,verb,1021%,Locked,Locked,Locked,"Advertising, Marketing & PR",Los Angeles,CA,https://www.inc.com/profile/verb
397,Workera,1021%,Locked,Locked,Locked,Software,Palo Alto,CA,https://www.inc.com/profile/workera
398,Shipology,1019%,Locked,Locked,Locked,Logistics & Transportation,Watervliet,NY,https://www.inc.com/profile/shipology
399,Insight Assurance,1010%,Locked,Locked,Locked,Business Products & Services,Tampa,FL,https://www.inc.com/profile/insight-assurance
400,Wuffes,1002%,Locked,Locked,Locked,Retail,Cheyenne,WY,https://www.inc.com/profile/wuffes
401,Aiden Technologies,999%,Locked,Locked,Locked,IT Services,McKinney,TX,https://www.inc.com/profile/aiden-technologies
402,WILDE Brands,994%,Locked,Locked,Locked,Food & Beverage,Winchester,KY,https://www.inc.com/profile/wilde-brands
403,Fun Express,991%,Locked,Locked,Locked,Human Resources,Irvine,CA,https://www.inc.com/profile/fun-ex
404,EMMA International Consulting Group,990%,Locked,Locked,Locked,Business Products & Services,Bingham Farms,MI,https://www.inc.com/profile/emma-international-consulting-group
405,GREAT WORK PERKS INC,989%,Locked,Locked,Locked,Human Resources,Newport Beach,CA,https://www.inc.com/profile/great-work-perks
406,Snappt,989%,Locked,Locked,Locked,Software,Ojai,CA,https://www.inc.com/profile/snappt
407,We Mail America,987%,Locked,Locked,Locked,"Advertising, Marketing & PR",Alpharetta,GA,https://www.inc.com/profile/we-mail-america
408,MintLeads,984%,Locked,Locked,Locked,"Advertising, Marketing & PR",Atlanta,GA,https://www.inc.com/profile/mintleadsio
410,Powerhouse Consulting Group,980%,Locked,Locked,Locked,Business Products & Services,Austin,TX,https://www.inc.com/profile/powerhouse-consulting-group
411,OrnamentallyYou,977%,Locked,Locked,Locked,Consumer Products,Oakland,NJ,https://www.inc.com/profile/ornamentallyyou
412,The Scientific Group,977%,Locked,Locked,Locked,Business Products & Services,Maspeth,NY,https://www.inc.com/profile/the-scientific-group
413,Complete Realty Solutions,976%,Locked,Locked,Locked,Real Estate,Saint Louis,MO,https://www.inc.com/profile/complete-realty-solutions
414,Bespoke Technologies,974%,Locked,Locked,Locked,Business Products & Services,Aldie,VA,https://www.inc.com/profile/bespoke-technologies
415,JR Software Solutions,973%,Locked,Locked,Locked,IT Services,Tampa,FL,https://www.inc.com/profile/jr-software-solutions
416,West County Roofing and Construction,972%,Locked,Locked,Locked,Construction,Ellisville,MO,https://www.inc.com/profile/west-county-roofing-and-construction
417,Commonlands,972%,Locked,Locked,Locked,Manufacturing,San Diego,CA,https://www.inc.com/profile/commonlands
418,CR Wannamaker Law,971%,Locked,Locked,Locked,Legal,El Paso,TX,https://www.inc.com/profile/c-r-wannamaker-law
419,FlyUSA,966%,Locked,Locked,Locked,Travel & Hospitality,Clearwater,FL,https://www.inc.com/profile/fly-usa
420,Elite Ambulance Sales,966%,Locked,Locked,Locked,Retail,Winona,MN,https://www.inc.com/profile/elite-vehicles
422,Centric Packaging,962%,Locked,Locked,Locked,Business Products & Services,Kearny,NJ,https://www.inc.com/profile/centric-packaging
423,Slam Dunk Attorney | Injury Lawyers,961%,Locked,Locked,Locked,Legal,Duluth,GA,https://www.inc.com/profile/slam-dunk-attorney--injury-lawyers
428,Propio Language Services,952%,Locked,Locked,Locked,Business Products & Services,Overland Park,KS,https://www.inc.com/profile/propio-language-services
431,Ludus,945%,Locked,Locked,Locked,Software,Holland,MI,https://www.inc.com/profile/ludus
432,Arine,945%,Locked,Locked,Locked,Artificial Intelligence & Data,San Francisco,CA,https://www.inc.com/profile/arine
433,Echelon Risk + Cyber,942%,Locked,Locked,Locked,Security,Pittsburgh,PA,https://www.inc.com/profile/echelon-risk--cyber
435,EMT Holdings,938%,Locked,Locked,Locked,Government Services,Leesburg,VA,https://www.inc.com/profile/emt-holdings
436,LYT,935%,Locked,Locked,Locked,Software,Santa Clara,CA,https://www.inc.com/profile/lyt
437,Courser,932%,Locked,Locked,Locked,IT Services,Greenville,SC,https://www.inc.com/profile/palmetto-technology-group
438,Optimum HVAC,930%,Locked,Locked,Locked,Construction,Tustin,CA,https://www.inc.com/profile/optimum-hvac
439,Morph Enterprise,928%,Locked,Locked,Locked,Human Resources,Indian Trail,NC,https://www.inc.com/profile/morph-enterprise
441,Riveter Digital,919%,Locked,Locked,Locked,"Advertising, Marketing & PR",Chicago,IL,https://www.inc.com/profile/riveter-digital
442,TNT Growth,918%,Locked,Locked,Locked,"Advertising, Marketing & PR",Miami,FL,https://www.inc.com/profile/tnt-growth
443,3C Industries,917%,Locked,Locked,Locked,Construction,Columbus,OH,https://www.inc.com/profile/3c-industries
444,Quality Media,916%,Locked,Locked,Locked,"Advertising, Marketing & PR",Beverly Hills,CA,https://www.inc.com/profile/quality-media
445,MarqVision,916%,Locked,Locked,Locked,Software,Los Angeles,CA,https://www.inc.com/profile/marqvision
446,Regal,913%,Locked,Locked,Locked,Software,New York,NY,https://www.inc.com/profile/regalai
448,Adgile Media Group,910%,Locked,Locked,Locked,"Advertising, Marketing & PR",New York,NY,https://www.inc.com/profile/adgile-media-group
449,GoTu Technology,910%,Locked,Locked,Locked,Human Resources,Miami,FL,https://www.inc.com/profile/gotu-technology
450,ADR Support,910%,Locked,Locked,Locked,Business Products & Services,Miami,FL,https://www.inc.com/profile/adr-support
451,Coterie Baby,908%,Locked,Locked,Locked,Consumer Products,New York,NY,https://www.inc.com/profile/coterie
452,Secure-Centric,908%,Locked,Locked,Locked,Security,greenbrae,CA,https://www.inc.com/profile/secure-centric
453,COSMO,905%,Locked,Locked,Locked,Consumer Products,Denver,CO,https://www.inc.com/profile/cosmo
454,Mosaic,904%,Locked,Locked,Locked,Software,New York,NY,https://www.inc.com/profile/mosaic
456,iShift,901%,Locked,Locked,Locked,Government Services,McLean,VA,https://www.inc.com/profile/ishift
457,LJV Development,898%,Locked,Locked,Locked,Construction,Boston,MA,https://www.inc.com/profile/ljv-development
458,DNI,898%,Locked,Locked,Locked,Government Services,Oklahoma City,OK,https://www.inc.com/profile/dni
460,Findem,896%,Locked,Locked,Locked,Software,Redwood City,CA,https://www.inc.com/profile/findem
461,YourMenu,890%,Locked,Locked,Locked,Software,ft lauderdale,FL,https://www.inc.com/profile/yourmenu
462,LawnValue,886%,Locked,Locked,Locked,Construction,Franklin,TN,https://www.inc.com/profile/lawnvalue
463,SearchLight,886%,Locked,Locked,Locked,Software,Williston,VT,https://www.inc.com/profile/searchlight
465,Azuna,877%,Locked,Locked,Locked,Consumer Products,Buffalo,NY,https://www.inc.com/profile/azuna
466,Fingerprint,876%,Locked,Locked,Locked,Software,Chicago,IL,https://www.inc.com/profile/fingerprint
467,Scientific Safety Alliance,876%,Locked,Locked,Locked,Business Products & Services,Plymouth,MN,https://www.inc.com/profile/scientific-safety-alliance
468,East Valley Tactical,876%,Locked,Locked,Locked,Retail,Mesa,AZ,https://www.inc.com/profile/east-valley-tactical
470,Lithe Solutions,875%,Locked,Locked,Locked,Government Services,Aldie,VA,https://www.inc.com/profile/lithe-solutions
471,Acuity Technology Partners,869%,Locked,Locked,Locked,IT Services,The Woodlands,TX,https://www.inc.com/profile/acuity-technology-partners
472,IMBServ,867%,Locked,Locked,Locked,Logistics & Transportation,Locust Grove,VA,https://www.inc.com/profile/imbserv
